time,asset,PriceUSD,CapMrktCurUSD,TxCnt,AdrActCnt,CapMVRVCur,SplyCur,NVT_Tx_Basis,Activity_Velocity,FearGreedValue,ActiveStakeADA
2025-05-27,ada,0.7579166761323911,27023636626.413773,30827.0,22174.0,1.198033165129596,35655155081.577,767684.2357971612,1.3902318030125371,74.0,22086101194.918575
2025-05-28,ada,0.746095807501275,26602552525.656002,29521.0,21384.0,1.1805115179477843,35655678879.56607,757676.1984725543,1.3805181444070334,71.0,22086101194.918575
2025-05-29,ada,0.724284308696799,25825409091.493176,33480.0,22831.0,1.1483150989896211,35656452557.91983,734787.2235439217,1.4664272261398974,74.0,22109408030.98113
2025-05-30,ada,0.6892403368833121,24576996643.39428,36916.0,25226.0,1.0969271140971104,35658093887.14745,697697.6186476653,1.4634107666693095,60.0,22109408030.98113
2025-05-31,ada,0.6866026944271911,24483243822.54179,36272.0,21914.0,1.0938238513015877,35658531522.31993,689852.0603371218,1.6551975905813636,50.0,22109408030.98113
2025-06-01,ada,0.685521502357843,24445170076.88038,27666.0,19318.0,1.0923978891915287,35659231683.91,691543.4003991362,1.4321358318666528,56.0,22109408030.98113
2025-06-02,ada,0.6898753768965681,24600844669.11033,32075.0,21341.0,1.1013964698043726,35659838708.51894,696356.1350479025,1.5029754931821377,64.0,22109408030.98113
2025-06-03,ada,0.6852161745233031,24435349343.532074,31397.0,23273.0,1.0935846542546355,35660788889.77112,693449.4116121553,1.3490740342886607,64.0,22055740205.17175
2025-06-04,ada,0.6657307370019431,23741045243.208385,31607.0,23022.0,1.0657752430105265,35661633035.18776,671510.7081299957,1.3729041786117626,62.0,22055740205.17175
2025-06-05,ada,0.6279262350975011,22394297101.543686,32785.0,22874.0,1.010497356252208,35663897843.13825,637390.9098279187,1.4332867010579697,57.0,22055740205.17175
2025-06-06,ada,0.6560274337657671,23396949356.847267,34500.0,21565.0,1.059683220526282,35664589851.894966,672096.4428122609,1.5998145142592164,45.0,22055740205.17175
2025-06-07,ada,0.6651513231042651,23722538548.85234,25791.0,17047.0,1.0739632487052666,35664874630.54139,691242.0538646819,1.51293482724233,52.0,22055740205.17175
2025-06-08,ada,0.669682216047894,23884646816.222046,27744.0,19124.0,1.0843686736337155,35665642962.980934,702769.3912326624,1.4507425224848358,62.0,21959294096.131462
2025-06-09,ada,0.7042944103174951,25119910388.28759,36538.0,24919.0,1.138251746562212,35666775172.84791,742793.9048693776,1.4662707171234801,62.0,21959294096.131462
2025-06-10,ada,0.7162701817488051,25548323018.699657,35464.0,24074.0,1.1534566511202524,35668555902.07917,755654.358421272,1.4731245326908697,71.0,21959294096.131462
2025-06-11,ada,0.6973764463275901,24874930087.84435,35912.0,25949.0,1.1242651989692058,35669300589.13897,744604.7195773774,1.3839454314231763,72.0,21959294096.131462
2025-06-12,ada,0.663942548807217,23683510746.883377,28537.0,20574.0,1.074901521399371,35671024231.58625,717617.6825163265,1.3870418975405852,71.0,21959294096.131462
2025-06-13,ada,0.641456215669347,22884130613.18172,32885.0,23009.0,1.0418917583194776,35675280797.30676,693303.1855083203,1.4292233473858056,61.0,21922356837.24512
2025-06-14,ada,0.6248491757840681,22292896081.438778,25634.0,19838.0,1.0164650680669347,35677243317.90211,679728.817076045,1.292166549047283,63.0,21922356837.24512
2025-06-15,ada,0.6335365280071011,22603064315.396812,22184.0,18947.0,1.0306453872568984,35677602342.04438,695668.490787721,1.1708449886525572,60.0,21922356837.24512
2025-06-16,ada,0.636908184074059,22725377891.74744,30652.0,23362.0,1.0386303614127828,35680775439.84732,704843.1890870514,1.3120452016094513,61.0,21922356837.24512
2025-06-17,ada,0.610781359732615,21794264937.54083,33261.0,22979.0,1.0004379141426762,35682596710.354454,677219.095691406,1.4474520214108535,68.0,21922356837.24512
2025-06-18,ada,0.6039716962939221,21551776844.636284,31657.0,21937.0,0.9942519969125071,35683421883.644264,671803.76981743,1.4430870219264256,52.0,21958011810.68476
2025-06-19,ada,0.602210261430635,21490256120.80112,26018.0,21988.0,0.9928082136690523,35685635893.59637,677284.334449256,1.1832817900673094,57.0,21958011810.68476
2025-06-20,ada,0.5763751313798201,20569411372.789326,31691.0,24015.0,0.952908580055326,35687541416.90143,654860.7925480689,1.3196335623568602,54.0,21958011810.68476
2025-06-21,ada,0.55148885314172,19681708725.379547,25104.0,17899.0,0.9140050645306455,35688316478.668335,632049.606621158,1.4025364545505334,49.0,21958011810.68476
2025-06-22,ada,0.540710897407071,19297449310.65624,37319.0,23030.0,0.8974850127253906,35689033461.68048,617333.530643824,1.6204515848892749,42.0,21958011810.68476
2025-06-23,ada,0.5830296614734951,20808795404.332767,34367.0,23655.0,0.9682500854224684,35690800621.94872,663754.4045382767,1.45284295075037,47.0,21909218295.498913
2025-06-24,ada,0.58649573345035,20933452228.434563,31155.0,23024.0,0.9744912816758243,35692420310.17552,667481.269781955,1.353153231410702,65.0,21909218295.498913
2025-06-25,ada,0.5664852406444111,20219600170.622837,29748.0,23023.0,0.9439725041550538,35693074982.18635,644552.8591127767,1.2920992051426834,66.0,21909218295.498913
2025-06-26,ada,0.554151002716592,19779646719.172688,27497.0,20574.0,0.9366579394117993,35693604490.84767,634852.5270489276,1.3364926606396423,74.0,21909218295.498913
2025-06-27,ada,0.558268367730257,19926836878.24591,27560.0,19858.0,0.9445006941581359,35694010318.482025,646510.4314973992,1.3878537617081277,65.0,21909218295.498913
2025-06-28,ada,0.5657033213569721,20192737886.812542,27521.0,20597.0,0.9569924603222861,35694925457.350204,661848.5053662853,1.3361654609894644,65.0,21911352429.418808
2025-06-29,ada,0.578386305287129,20647315118.733646,30891.0,22524.0,0.9795090435576234,35698139686.21487,674202.7621470728,1.371470431539691,68.0,21911352429.418808
2025-06-30,ada,0.572654319638484,20443809717.086678,34428.0,25233.0,0.9712197557578547,35700088196.301094,665730.8475559338,1.3644037569849008,66.0,21911352429.418808
2025-07-01,ada,0.541557469498819,19334079732.6189,34355.0,21305.0,0.9214423504119085,35700882771.52101,627435.2055369744,1.612532269420324,64.0,21911352429.418808
2025-07-02,ada,0.586161648228104,20927135531.233334,37432.0,22188.0,0.9923560641996695,35701986976.619064,674579.274115024,1.6870380385794124,63.0,21911352429.418808
2025-07-03,ada,0.599313016490992,21397133029.19864,31239.0,21685.0,1.0119937485827137,35702767069.00166,690959.2667118317,1.4405810468065483,73.0,22022928316.83455
2025-07-04,ada,0.5730991935717741,20461980372.127415,27038.0,20781.0,0.970869895194146,35704081599.90682,666496.960779933,1.3010923439680477,73.0,22022928316.83455
2025-07-05,ada,0.5760156835711161,20566236165.309788,20609.0,16096.0,0.9758944685414256,35704298948.60778,673955.5880210126,1.2803802186878728,67.0,22022928316.83455
